1/1/1973	118,4
2/1/1973	114,2
3/1/1973	112,4
4/1/1973	110,3
5/1/1973	107,2
6/1/1973	104,8
7/1/1973	105,8
8/1/1973	103,8
9/1/1973	105,6
10/1/1973	109,8
11/1/1973	102,0
12/1/1973	94,78
1/1/1974	96,11
2/1/1974	93,45
3/1/1974	97,44
4/1/1974	92,46
5/1/1974	89,67
6/1/1974	89,79
7/1/1974	79,31
8/1/1974	76,03
9/1/1974	68,12
10/1/1974	69,44
11/1/1974	71,74
12/1/1974	67,07
1/1/1975	72,56
2/1/1975	80,1
3/1/1975	83,78
4/1/1975	84,72
5/1/1975	90,1
6/1/1975	92,4
7/1/1975	92,49
8/1/1975	85,71
9/1/1975	84,67
10/1/1975	88,57
11/1/1975	90,07
12/1/1975	88,7
1/1/1976	96,86
2/1/1976	100,6
3/1/1976	101,1
4/1/1976	101,9
5/1/1976	101,2
6/1/1976	101,8
7/1/1976	104,2
8/1/1976	103,3
9/1/1976	105,5
10/1/1976	101,9
11/1/1976	101,2
12/1/1976	104,7
1/1/1977	103,8
2/1/1977	101
3/1/1977	100,6
4/1/1977	99,05
5/1/1977	98,76
6/1/1977	99,29
7/1/1977	100,2
8/1/1977	97,75
9/1/1977	96,23
10/1/1977	93,74
11/1/1977	94,28
12/1/1977	93,82
1/1/1978	90,25
2/1/1978	88,98
3/1/1978	88,82
4/1/1978	92,71
5/1/1978	97,41
6/1/1978	97,66
7/1/1978	97,19
8/1/1978	103,9
9/1/1978	103,9
10/1/1978	100,6
11/1/1978	94,71
12/1/1978	96,11
1/1/1979	99,71
2/1/1979	98,23
3/1/1979	100,1
4/1/1979	102,1
5/1/1979	99,73
6/1/1979	101,7
7/1/1979	102,7
8/1/1979	107,4
9/1/1979	108,6
10/1/1979	104,5
11/1/1979	103,7
12/1/1979	107,8
1/1/1980	110,9
2/1/1980	115,3
3/1/1980	104,7
4/1/1980	103
5/1/1980	107,7
6/1/1980	114,6
7/1/1980	119,8
8/1/1980	123,5
9/1/1980	126,5
10/1/1980	130,2
11/1/1980	135,7
12/1/1980	133,5
1/1/1981	133
2/1/1981	128,4
3/1/1981	133,2
4/1/1981	134,4
5/1/1981	131,7
6/1/1981	132,3
7/1/1981	129,1
8/1/1981	129,6
9/1/1981	118,3
10/1/1981	119,8
11/1/1981	122,9
12/1/1981	123,8
1/1/1982	117,3
2/1/1982	114,5
3/1/1982	110,8
4/1/1982	116,3
5/1/1982	116,4
6/1/1982	109,7
7/1/1982	109,4
8/1/1982	109,7
9/1/1982	122,4
10/1/1982	132,7
11/1/1982	138,1
12/1/1982	139,4
1/1/1983	144,3
2/1/1983	146,8
3/1/1983	151,9
4/1/1983	157,7
5/1/1983	164,1
6/1/1983	166,4
7/1/1983	167
8/1/1983	162,4
9/1/1983	167,2
10/1/1983	167,7
11/1/1983	165,2
12/1/1983	164,4
1/1/1984	166,4
2/1/1984	157,3
3/1/1984	157,4
4/1/1984	157,6
5/1/1984	156,6
6/1/1984	153,1
7/1/1984	151,1
8/1/1984	164,4
9/1/1984	166,1
10/1/1984	164,8
11/1/1984	166,3
12/1/1984	164,5
1/1/1985	171,6
2/1/1985	180,9
3/1/1985	179,4
4/1/1985	180,6
5/1/1985	184,9
6/1/1985	188,9
7/1/1985	192,5
8/1/1985	188,3
9/1/1985	184,1
10/1/1985	186,2
11/1/1985	197,5
12/1/1985	207,3
1/1/1986	208,2
2/1/1986	219,4
3/1/1986	232,3
4/1/1986	238
5/1/1986	238,5
6/1/1986	245,3
7/1/1986	240,2
8/1/1986	245
9/1/1986	238,3
10/1/1986	237,4
11/1/1986	245,1
12/1/1986	248,6
1/1/1987	264,5
2/1/1987	280,9
3/1/1987	292,5
4/1/1987	289,3
5/1/1987	289,1
6/1/1987	301,4
7/1/1987	310,1
8/1/1987	329,4
9/1/1987	318,7
10/1/1987	280,2
11/1/1987	245
12/1/1987	241
1/1/1988	250,5
2/1/1988	258,1
3/1/1988	265,7
4/1/1988	262,6
5/1/1988	256,1
6/1/1988	270,7
7/1/1988	269,1
8/1/1988	263,7
9/1/1988	268
10/1/1988	277,4
11/1/1988	271
12/1/1988	276,5
1/1/1989	285,4
2/1/1989	294
3/1/1989	292,7
4/1/1989	302,3
5/1/1989	313,9
6/1/1989	323,7
7/1/1989	331,9
8/1/1989	346,6
9/1/1989	347,3
10/1/1989	347,4
11/1/1989	340,2
12/1/1989	348,6
1/1/1990	339,97
2/1/1990	330,45
3/1/1990	338,46
4/1/1990	338,18
5/1/1990	350,25
6/1/1990	360,39
7/1/1990	360,03
8/1/1990	330,75
9/1/1990	315,41
10/1/1990	307,12
11/1/1990	315,29
12/1/1990	328,75
1/1/1991	325,49
2/1/1991	362,26
3/1/1991	372,28
4/1/1991	379,68
5/1/1991	377,99
6/1/1991	378,29
7/1/1991	380,23
8/1/1991	389,4
9/1/1991	387,2
10/1/1991	386,88
11/1/1991	385,92
12/1/1991	388,51
1/1/1992	416,08
2/1/1992	412,56
3/1/1992	407,36
4/1/1992	407,41
5/1/1992	414,81
6/1/1992	408,27
7/1/1992	415,05
8/1/1992	417,93
9/1/1992	418,48
10/1/1992	412,5
11/1/1992	422,84
12/1/1992	435,64
1/1/1993	435,23
2/1/1993	441,7
3/1/1993	450,16
4/1/1993	443,08
5/1/1993	445,25
6/1/1993	448,06
7/1/1993	447,29
8/1/1993	454,13
9/1/1993	459,24
10/1/1993	463,9
11/1/1993	462,89
12/1/1993	465,95
1/1/1994	472,99
2/1/1994	471,58
3/1/1994	463,81
4/1/1994	447,23
5/1/1994	450,9
6/1/1994	454,83
7/1/1994	451,4
8/1/1994	464,24
9/1/1994	466,96
10/1/1994	463,81
11/1/1994	461,01
12/1/1994	455,19
1/1/1995	465,25
2/1/1995	481,92
3/1/1995	493,15
4/1/1995	507,91
5/1/1995	523,81
6/1/1995	539,35
7/1/1995	557,37
8/1/1995	559,11
9/1/1995	578,77
10/1/1995	582,92
11/1/1995	595,53
12/1/1995	614,57
1/1/1996	614,42
2/1/1996	649,54
3/1/1996	647,07
4/1/1996	647,17
5/1/1996	661,23
6/1/1996	668,5
7/1/1996	644,07
8/1/1996	662,68
9/1/1996	674,88
10/1/1996	701,46
11/1/1996	735,67
12/1/1996	743,25
1/1/1997	766,22
2/1/1997	798,39
3/1/1997	792,16
4/1/1997	763,93
5/1/1997	833,09
6/1/1997	876,29
7/1/1997	925,29
8/1/1997	927,24
9/1/1997	937,02
10/1/1997	951,16
11/1/1997	938,92
12/1/1997	962,37
1/1/1998	963,36
2/1/1998	1023,74
3/1/1998	1076,83
4/1/1998	1112,2
5/1/1998	1108,42
6/1/1998	1108,39
7/1/1998	1156,58
8/1/1998	1074,62
9/1/1998	1020,64
10/1/1998	1032,47
11/1/1998	1144,43
12/1/1998	1190,05
1/1/1999	1248,77
2/1/1999	1246,58
3/1/1999	1281,66
4/1/1999	1334,76
5/1/1999	1332,07
6/1/1999	1322,55
7/1/1999	1380,99
8/1/1999	1327,49
9/1/1999	1318,17
10/1/1999	1300,01
11/1/1999	1391
12/1/1999	1428,68
1/1/2000	1425,59
2/1/2000	1388,87
3/1/2000	1442,21
4/1/2000	1461,36
5/1/2000	1418,48
6/1/2000	1461,96
7/1/2000	1473
8/1/2000	1485,46
9/1/2000	1468,05
10/1/2000	1390,14
11/1/2000	1378,04
12/1/2000	1330,93
1/1/2001	1335,63
2/1/2001	1305,75
3/1/2001	1185,85
4/1/2001	1189,84
5/1/2001	1270,37
6/1/2001	1238,71
7/1/2001	1204,45
8/1/2001	1178,5
9/1/2001	1044,64
10/1/2001	1076,59
11/1/2001	1129,68
12/1/2001	1144,93
1/1/2002	1140,21
2/1/2002	1100,67
3/1/2002	1153,79
4/1/2002	1111,93
5/1/2002	1079,25
6/1/2002	1014,02
7/1/2002	903,59
8/1/2002	912,55
9/1/2002	867,81
10/1/2002	854,63
11/1/2002	909,93
12/1/2002	899,18
1/1/2003	895,84
2/1/2003	837,03
3/1/2003	846,63
4/1/2003	890,03
